date,station,line,division,ridership
2016-09-10,34 ST-HERALD SQ,BDFMNQR,BMT,26222
2016-09-11,34 ST-HERALD SQ,BDFMNQR,BMT,20455
2016-09-12,34 ST-HERALD SQ,BDFMNQR,BMT,39298
2016-09-13,34 ST-HERALD SQ,BDFMNQR,BMT,43714
2016-09-14,34 ST-HERALD SQ,BDFMNQR,BMT,43354
2016-09-15,34 ST-HERALD SQ,BDFMNQR,BMT,44371
2016-09-16,34 ST-HERALD SQ,BDFMNQR,BMT,45243
2016-09-17,34 ST-HERALD SQ,BDFMNQR,BMT,27426
2016-09-18,34 ST-HERALD SQ,BDFMNQR,BMT,21475
2016-09-19,34 ST-HERALD SQ,BDFMNQR,BMT,37625
2016-09-20,34 ST-HERALD SQ,BDFMNQR,BMT,43563
2016-09-21,34 ST-HERALD SQ,BDFMNQR,BMT,44788
2016-09-22,34 ST-HERALD SQ,BDFMNQR,BMT,43227
2016-09-23,34 ST-HERALD SQ,BDFMNQR,BMT,44825
2016-09-24,34 ST-HERALD SQ,BDFMNQR,BMT,27157
2016-09-25,34 ST-HERALD SQ,BDFMNQR,BMT,21663
2016-09-26,34 ST-HERALD SQ,BDFMNQR,BMT,40052
2016-09-27,34 ST-HERALD SQ,BDFMNQR,BMT,42206
2016-09-28,34 ST-HERALD SQ,BDFMNQR,BMT,44600
2016-09-29,34 ST-HERALD SQ,BDFMNQR,BMT,42848
2016-09-30,34 ST-HERALD SQ,BDFMNQR,BMT,44368
2016-10-01,34 ST-HERALD SQ,BDFMNQR,BMT,27195
2016-10-02,34 ST-HERALD SQ,BDFMNQR,BMT,21288
2016-10-03,34 ST-HERALD SQ,BDFMNQR,BMT,37390
2016-10-04,34 ST-HERALD SQ,BDFMNQR,BMT,40277
2016-10-05,34 ST-HERALD SQ,BDFMNQR,BMT,43236
2016-10-06,34 ST-HERALD SQ,BDFMNQR,BMT,44833
2016-10-07,34 ST-HERALD SQ,BDFMNQR,BMT,46840
2016-10-08,34 ST-HERALD SQ,BDFMNQR,BMT,29025
2016-10-09,34 ST-HERALD SQ,BDFMNQR,BMT,21273
2016-10-10,34 ST-HERALD SQ,BDFMNQR,BMT,37026
2016-10-11,34 ST-HERALD SQ,BDFMNQR,BMT,42906
2016-10-12,34 ST-HERALD SQ,BDFMNQR,BMT,39902
2016-10-13,34 ST-HERALD SQ,BDFMNQR,BMT,43815
2016-10-14,34 ST-HERALD SQ,BDFMNQR,BMT,45685
2016-10-15,34 ST-HERALD SQ,BDFMNQR,BMT,29074
2016-10-16,34 ST-HERALD SQ,BDFMNQR,BMT,23329
2016-10-17,34 ST-HERALD SQ,BDFMNQR,BMT,38429
2016-10-18,34 ST-HERALD SQ,BDFMNQR,BMT,41528
2016-10-19,34 ST-HERALD SQ,BDFMNQR,BMT,44303
2016-10-20,34 ST-HERALD SQ,BDFMNQR,BMT,44567
2016-10-21,34 ST-HERALD SQ,BDFMNQR,BMT,43184
2016-10-22,34 ST-HERALD SQ,BDFMNQR,BMT,28571
2016-10-23,34 ST-HERALD SQ,BDFMNQR,BMT,24304
2016-10-24,34 ST-HERALD SQ,BDFMNQR,BMT,40079
2016-10-25,34 ST-HERALD SQ,BDFMNQR,BMT,43455
2016-10-26,34 ST-HERALD SQ,BDFMNQR,BMT,45636
2016-10-27,34 ST-HERALD SQ,BDFMNQR,BMT,45010
2016-10-28,34 ST-HERALD SQ,BDFMNQR,BMT,45540
2016-07-31,28 ST,NR,BMT,5454
2016-08-01,28 ST,NR,BMT,11899
2016-08-02,28 ST,NR,BMT,13626
2016-08-03,28 ST,NR,BMT,13889
2016-08-04,28 ST,NR,BMT,14092
2016-08-05,28 ST,NR,BMT,13446
2016-08-06,28 ST,NR,BMT,8183
2016-08-07,28 ST,NR,BMT,5647
2016-08-08,28 ST,NR,BMT,12246
2016-08-09,28 ST,NR,BMT,13689
2016-08-10,28 ST,NR,BMT,13928
2016-08-11,28 ST,NR,BMT,14269
2016-08-12,28 ST,NR,BMT,13472
2016-08-13,28 ST,NR,BMT,7363
2016-08-14,28 ST,NR,BMT,5240
2016-08-15,28 ST,NR,BMT,11741
2016-08-16,28 ST,NR,BMT,13457
2016-08-17,28 ST,NR,BMT,13569
2016-08-18,28 ST,NR,BMT,13619
2016-08-19,28 ST,NR,BMT,12801
2016-08-20,28 ST,NR,BMT,7613
2016-08-21,28 ST,NR,BMT,6205
2016-08-22,28 ST,NR,BMT,11848
2016-08-23,28 ST,NR,BMT,13009
2016-08-24,28 ST,NR,BMT,13359
2016-08-25,28 ST,NR,BMT,13626
2016-08-26,28 ST,NR,BMT,12938
2016-08-27,28 ST,NR,BMT,7983
2016-08-28,28 ST,NR,BMT,5953
2016-08-29,28 ST,NR,BMT,12069
2016-08-30,28 ST,NR,BMT,13324
2016-08-31,28 ST,NR,BMT,13464
2016-09-01,28 ST,NR,BMT,13378
2016-09-02,28 ST,NR,BMT,12073
2016-09-03,28 ST,NR,BMT,7275
2016-09-04,28 ST,NR,BMT,5584
2016-09-05,28 ST,NR,BMT,5263
2016-09-06,28 ST,NR,BMT,12723
2016-09-07,28 ST,NR,BMT,14218
2016-09-08,28 ST,NR,BMT,14293
2016-09-09,28 ST,NR,BMT,14551
2016-09-10,28 ST,NR,BMT,8599
2016-09-11,28 ST,NR,BMT,6199
2016-09-12,28 ST,NR,BMT,12471
2016-09-13,28 ST,NR,BMT,13876
2016-09-14,28 ST,NR,BMT,14892
2016-09-15,28 ST,NR,BMT,15062
2016-09-16,28 ST,NR,BMT,14338
2016-09-17,28 ST,NR,BMT,8673
2016-09-18,28 ST,NR,BMT,6772
2016-09-19,28 ST,NR,BMT,12695
2016-09-20,28 ST,NR,BMT,14439
2016-09-21,28 ST,NR,BMT,14942
2016-09-22,28 ST,NR,BMT,14498
2016-09-23,28 ST,NR,BMT,14714
2016-09-24,28 ST,NR,BMT,8785
2016-09-25,28 ST,NR,BMT,6561
2016-09-26,28 ST,NR,BMT,12792
2016-09-27,28 ST,NR,BMT,14078
2016-09-28,28 ST,NR,BMT,14605
2016-09-29,28 ST,NR,BMT,14540
2016-09-30,28 ST,NR,BMT,15530
2016-10-01,28 ST,NR,BMT,8284
2016-10-02,28 ST,NR,BMT,5607
2016-10-03,28 ST,NR,BMT,11565
2016-10-04,28 ST,NR,BMT,13200
2016-10-05,28 ST,NR,BMT,14325
2016-10-06,28 ST,NR,BMT,14540
2016-10-07,28 ST,NR,BMT,14626
2016-10-08,28 ST,NR,BMT,8688
2016-10-09,28 ST,NR,BMT,5829
2016-10-10,28 ST,NR,BMT,10671
2016-10-11,28 ST,NR,BMT,13849
2016-10-12,28 ST,NR,BMT,12937
2016-10-13,28 ST,NR,BMT,14447
2016-10-14,28 ST,NR,BMT,14494
2016-10-15,28 ST,NR,BMT,8809
2016-10-16,28 ST,NR,BMT,6681
2016-10-17,28 ST,NR,BMT,12658
2016-10-18,28 ST,NR,BMT,13985
2016-10-19,28 ST,NR,BMT,14688
2016-10-20,28 ST,NR,BMT,14388
2016-10-21,28 ST,NR,BMT,14440
2016-10-22,28 ST,NR,BMT,9255
2016-10-23,28 ST,NR,BMT,6932
2016-10-24,28 ST,NR,BMT,13068
2016-10-25,28 ST,NR,BMT,14654
2016-10-26,28 ST,NR,BMT,15476
2016-10-27,28 ST,NR,BMT,16230
2016-10-28,28 ST,NR,BMT,15556
2016-07-31,23 ST,NR,BMT,9639
2016-08-01,23 ST,NR,BMT,22654
2016-08-02,23 ST,NR,BMT,25641
2016-08-03,23 ST,NR,BMT,26469
2016-08-04,23 ST,NR,BMT,26483
2016-08-05,23 ST,NR,BMT,24882
2016-08-06,23 ST,NR,BMT,14470
2016-08-07,23 ST,NR,BMT,10260
2016-08-08,23 ST,NR,BMT,22418
2016-08-09,23 ST,NR,BMT,25479
2016-08-10,23 ST,NR,BMT,25909
2016-08-11,23 ST,NR,BMT,26588
2016-08-12,23 ST,NR,BMT,23836
2016-08-13,23 ST,NR,BMT,12387
2016-08-14,23 ST,NR,BMT,9260
2016-08-15,23 ST,NR,BMT,21289
2016-08-16,23 ST,NR,BMT,24687
2016-08-17,23 ST,NR,BMT,25352
2016-08-18,23 ST,NR,BMT,25258
2016-08-19,23 ST,NR,BMT,23274
2016-08-20,23 ST,NR,BMT,13117
2016-08-21,23 ST,NR,BMT,11575
2016-08-22,23 ST,NR,BMT,20453
2016-08-23,23 ST,NR,BMT,23346
2016-08-24,23 ST,NR,BMT,24319
2016-08-25,23 ST,NR,BMT,26552
2016-08-26,23 ST,NR,BMT,24184
2016-08-27,23 ST,NR,BMT,14230
2016-08-28,23 ST,NR,BMT,11400
2016-08-29,23 ST,NR,BMT,19332
2016-08-30,23 ST,NR,BMT,30166
2016-08-31,23 ST,NR,BMT,26891
2016-09-01,23 ST,NR,BMT,25872
2016-09-02,23 ST,NR,BMT,22519
2016-09-03,23 ST,NR,BMT,12093
2016-09-04,23 ST,NR,BMT,10493
2016-09-05,23 ST,NR,BMT,8702
2016-09-06,23 ST,NR,BMT,24095
2016-09-07,23 ST,NR,BMT,28368
2016-09-08,23 ST,NR,BMT,28999
2016-09-09,23 ST,NR,BMT,27996
2016-09-10,23 ST,NR,BMT,15978
2016-09-11,23 ST,NR,BMT,11720
2016-09-12,23 ST,NR,BMT,24954
2016-09-13,23 ST,NR,BMT,28688
2016-09-14,23 ST,NR,BMT,30324
2016-09-15,23 ST,NR,BMT,29614
2016-09-16,23 ST,NR,BMT,27754
2016-09-17,23 ST,NR,BMT,17405
2016-09-18,23 ST,NR,BMT,13748
2016-09-19,23 ST,NR,BMT,24790
2016-09-20,23 ST,NR,BMT,30231
2016-09-21,23 ST,NR,BMT,30720
2016-09-22,23 ST,NR,BMT,29757
2016-09-23,23 ST,NR,BMT,28852
2016-09-24,23 ST,NR,BMT,17814
2016-09-25,23 ST,NR,BMT,13658
2016-09-26,23 ST,NR,BMT,25849
2016-09-27,23 ST,NR,BMT,28572
2016-09-28,23 ST,NR,BMT,30925
2016-09-29,23 ST,NR,BMT,29632
2016-09-30,23 ST,NR,BMT,29497
2016-10-01,23 ST,NR,BMT,16059
2016-10-02,23 ST,NR,BMT,11533
2016-10-03,23 ST,NR,BMT,20961
2016-10-04,23 ST,NR,BMT,25057
2016-10-05,23 ST,NR,BMT,28886
2016-10-06,23 ST,NR,BMT,29201
2016-10-07,23 ST,NR,BMT,28425
2016-10-08,23 ST,NR,BMT,16665
2016-10-09,23 ST,NR,BMT,11111
2016-10-10,23 ST,NR,BMT,19059
2016-10-11,23 ST,NR,BMT,25283
2016-10-12,23 ST,NR,BMT,24167
2016-10-13,23 ST,NR,BMT,28077
2016-10-14,23 ST,NR,BMT,29353
2016-10-15,23 ST,NR,BMT,16523
2016-10-16,23 ST,NR,BMT,11947
2016-10-17,23 ST,NR,BMT,24685
2016-10-18,23 ST,NR,BMT,28306
2016-10-19,23 ST,NR,BMT,29435
2016-10-20,23 ST,NR,BMT,29252
2016-10-21,23 ST,NR,BMT,27298
2016-10-22,23 ST,NR,BMT,17448
2016-10-23,23 ST,NR,BMT,13169
2016-10-24,23 ST,NR,BMT,25383
2016-10-25,23 ST,NR,BMT,30330
2016-10-26,23 ST,NR,BMT,31159
2016-10-27,23 ST,NR,BMT,31799
2016-10-28,23 ST,NR,BMT,29889
2016-07-31,14 ST-UNION SQ,LNQR456,BMT,35287
2016-08-01,14 ST-UNION SQ,LNQR456,BMT,63739
2016-08-02,14 ST-UNION SQ,LNQR456,BMT,69802
2016-08-03,14 ST-UNION SQ,LNQR456,BMT,73689
2016-08-04,14 ST-UNION SQ,LNQR456,BMT,72004
2016-08-05,14 ST-UNION SQ,LNQR456,BMT,71263
2016-08-06,14 ST-UNION SQ,LNQR456,BMT,47984
2016-08-07,14 ST-UNION SQ,LNQR456,BMT,37727
2016-08-08,14 ST-UNION SQ,LNQR456,BMT,63601
2016-08-09,14 ST-UNION SQ,LNQR456,BMT,68790
2016-08-10,14 ST-UNION SQ,LNQR456,BMT,66519
2016-08-11,14 ST-UNION SQ,LNQR456,BMT,64028
2016-08-12,14 ST-UNION SQ,LNQR456,BMT,66533
2016-08-13,14 ST-UNION SQ,LNQR456,BMT,43252
2016-08-14,14 ST-UNION SQ,LNQR456,BMT,32914
2016-08-15,14 ST-UNION SQ,LNQR456,BMT,60979
2016-08-16,14 ST-UNION SQ,LNQR456,BMT,65771
2016-08-17,14 ST-UNION SQ,LNQR456,BMT,69118
2016-08-18,14 ST-UNION SQ,LNQR456,BMT,67938
2016-08-19,14 ST-UNION SQ,LNQR456,BMT,67822
2016-08-20,14 ST-UNION SQ,LNQR456,BMT,46273
2016-08-21,14 ST-UNION SQ,LNQR456,BMT,36142
2016-08-22,14 ST-UNION SQ,LNQR456,BMT,61326
2016-08-23,14 ST-UNION SQ,LNQR456,BMT,66855
2016-08-24,14 ST-UNION SQ,LNQR456,BMT,70116
2016-08-25,14 ST-UNION SQ,LNQR456,BMT,66907
2016-08-26,14 ST-UNION SQ,LNQR456,BMT,65995
2016-08-27,14 ST-UNION SQ,LNQR456,BMT,44992
2016-08-28,14 ST-UNION SQ,LNQR456,BMT,36028
2016-08-29,14 ST-UNION SQ,LNQR456,BMT,63314
2016-08-30,14 ST-UNION SQ,LNQR456,BMT,67875
2016-08-31,14 ST-UNION SQ,LNQR456,BMT,70015
2016-09-01,14 ST-UNION SQ,LNQR456,BMT,66390
2016-09-02,14 ST-UNION SQ,LNQR456,BMT,66674
2016-09-03,14 ST-UNION SQ,LNQR456,BMT,45062
2016-09-04,14 ST-UNION SQ,LNQR456,BMT,36518
2016-09-05,14 ST-UNION SQ,LNQR456,BMT,33703
2016-09-06,14 ST-UNION SQ,LNQR456,BMT,63919
2016-09-07,14 ST-UNION SQ,LNQR456,BMT,73907
2016-09-08,14 ST-UNION SQ,LNQR456,BMT,75580
2016-09-09,14 ST-UNION SQ,LNQR456,BMT,76417
2016-09-10,14 ST-UNION SQ,LNQR456,BMT,51990
2016-09-11,14 ST-UNION SQ,LNQR456,BMT,40491
2016-09-12,14 ST-UNION SQ,LNQR456,BMT,68804
2016-09-13,14 ST-UNION SQ,LNQR456,BMT,76265
2016-09-14,14 ST-UNION SQ,LNQR456,BMT,78421
2016-09-15,14 ST-UNION SQ,LNQR456,BMT,77935
2016-09-16,14 ST-UNION SQ,LNQR456,BMT,78877
2016-09-17,14 ST-UNION SQ,LNQR456,BMT,54742
2016-09-18,14 ST-UNION SQ,LNQR456,BMT,41902
2016-09-19,14 ST-UNION SQ,LNQR456,BMT,65697
2016-09-20,14 ST-UNION SQ,LNQR456,BMT,76392
2016-09-21,14 ST-UNION SQ,LNQR456,BMT,79902
2016-09-22,14 ST-UNION SQ,LNQR456,BMT,77320
2016-09-23,14 ST-UNION SQ,LNQR456,BMT,79176
2016-09-24,14 ST-UNION SQ,LNQR456,BMT,53930
2016-09-25,14 ST-UNION SQ,LNQR456,BMT,41160
2016-09-26,14 ST-UNION SQ,LNQR456,BMT,69994
2016-09-27,14 ST-UNION SQ,LNQR456,BMT,73759
2016-09-28,14 ST-UNION SQ,LNQR456,BMT,78215
2016-09-29,14 ST-UNION SQ,LNQR456,BMT,75631
2016-09-30,14 ST-UNION SQ,LNQR456,BMT,75623
2016-10-01,14 ST-UNION SQ,LNQR456,BMT,50933
2016-10-02,14 ST-UNION SQ,LNQR456,BMT,39724
2016-10-03,14 ST-UNION SQ,LNQR456,BMT,62943
2016-10-04,14 ST-UNION SQ,LNQR456,BMT,70081
2016-10-05,14 ST-UNION SQ,LNQR456,BMT,79462
2016-10-06,14 ST-UNION SQ,LNQR456,BMT,74852
2016-10-07,14 ST-UNION SQ,LNQR456,BMT,78151
2016-10-08,14 ST-UNION SQ,LNQR456,BMT,52166
2016-10-09,14 ST-UNION SQ,LNQR456,BMT,35705
2016-10-10,14 ST-UNION SQ,LNQR456,BMT,60257
2016-10-11,14 ST-UNION SQ,LNQR456,BMT,73183
2016-10-12,14 ST-UNION SQ,LNQR456,BMT,69152
2016-10-13,14 ST-UNION SQ,LNQR456,BMT,76500
2016-10-14,14 ST-UNION SQ,LNQR456,BMT,77862
2016-10-15,14 ST-UNION SQ,LNQR456,BMT,57859
2016-10-16,14 ST-UNION SQ,LNQR456,BMT,43813
2016-10-17,14 ST-UNION SQ,LNQR456,BMT,69569
2016-10-18,14 ST-UNION SQ,LNQR456,BMT,74328
2016-10-19,14 ST-UNION SQ,LNQR456,BMT,79740
2016-10-20,14 ST-UNION SQ,LNQR456,BMT,76506
2016-10-21,14 ST-UNION SQ,LNQR456,BMT,74717
2016-10-22,14 ST-UNION SQ,LNQR456,BMT,52940
2016-10-23,14 ST-UNION SQ,LNQR456,BMT,41924
2016-10-24,14 ST-UNION SQ,LNQR456,BMT,70198
2016-10-25,14 ST-UNION SQ,LNQR456,BMT,75156
2016-10-26,14 ST-UNION SQ,LNQR456,BMT,79639
2016-10-27,14 ST-UNION SQ,LNQR456,BMT,75302
2016-10-28,14 ST-UNION SQ,LNQR456,BMT,81013
2016-07-31,8 ST-NYU,NR,BMT,10771
2016-08-01,8 ST-NYU,NR,BMT,16013
2016-08-02,8 ST-NYU,NR,BMT,17131
2016-08-03,8 ST-NYU,NR,BMT,18123
2016-08-04,8 ST-NYU,NR,BMT,17915
2016-08-05,8 ST-NYU,NR,BMT,18010
2016-08-06,8 ST-NYU,NR,BMT,13799
2016-08-07,8 ST-NYU,NR,BMT,11260
2016-08-08,8 ST-NYU,NR,BMT,15646
2016-08-09,8 ST-NYU,NR,BMT,17123
2016-08-10,8 ST-NYU,NR,BMT,17373
2016-08-11,8 ST-NYU,NR,BMT,17794
2016-08-12,8 ST-NYU,NR,BMT,16687
2016-08-13,8 ST-NYU,NR,BMT,11853
2016-08-14,8 ST-NYU,NR,BMT,9339
2016-08-15,8 ST-NYU,NR,BMT,14471
2016-08-16,8 ST-NYU,NR,BMT,15944
2016-08-17,8 ST-NYU,NR,BMT,16251
2016-08-18,8 ST-NYU,NR,BMT,16557
2016-08-19,8 ST-NYU,NR,BMT,16075
2016-08-20,8 ST-NYU,NR,BMT,12532
2016-08-21,8 ST-NYU,NR,BMT,11126
2016-08-22,8 ST-NYU,NR,BMT,13968
2016-08-23,8 ST-NYU,NR,BMT,15575
2016-08-24,8 ST-NYU,NR,BMT,16667
2016-08-25,8 ST-NYU,NR,BMT,16907
2016-08-26,8 ST-NYU,NR,BMT,16078
2016-08-27,8 ST-NYU,NR,BMT,13243
2016-08-28,8 ST-NYU,NR,BMT,11997
2016-08-29,8 ST-NYU,NR,BMT,16184
2016-08-30,8 ST-NYU,NR,BMT,16846
2016-08-31,8 ST-NYU,NR,BMT,16843
2016-09-01,8 ST-NYU,NR,BMT,17495
2016-09-02,8 ST-NYU,NR,BMT,16215
2016-09-03,8 ST-NYU,NR,BMT,12902
2016-09-04,8 ST-NYU,NR,BMT,11625
2016-09-05,8 ST-NYU,NR,BMT,9692
2016-09-06,8 ST-NYU,NR,BMT,16668
2016-09-07,8 ST-NYU,NR,BMT,19174
2016-09-08,8 ST-NYU,NR,BMT,19603
2016-09-09,8 ST-NYU,NR,BMT,19686
2016-09-10,8 ST-NYU,NR,BMT,15069
2016-09-11,8 ST-NYU,NR,BMT,12692
2016-09-12,8 ST-NYU,NR,BMT,18042
2016-09-13,8 ST-NYU,NR,BMT,19428
2016-09-14,8 ST-NYU,NR,BMT,20143
2016-09-15,8 ST-NYU,NR,BMT,20566
2016-09-16,8 ST-NYU,NR,BMT,20357
2016-09-17,8 ST-NYU,NR,BMT,16842
2016-09-18,8 ST-NYU,NR,BMT,14505
2016-09-19,8 ST-NYU,NR,BMT,17049
2016-09-20,8 ST-NYU,NR,BMT,20011
2016-09-21,8 ST-NYU,NR,BMT,20223
2016-09-22,8 ST-NYU,NR,BMT,20223
2016-09-23,8 ST-NYU,NR,BMT,20528
2016-09-24,8 ST-NYU,NR,BMT,15740
2016-09-25,8 ST-NYU,NR,BMT,13726
2016-09-26,8 ST-NYU,NR,BMT,17708
2016-09-27,8 ST-NYU,NR,BMT,19187
2016-09-28,8 ST-NYU,NR,BMT,20136
2016-09-29,8 ST-NYU,NR,BMT,20522
2016-09-30,8 ST-NYU,NR,BMT,21759
2016-10-01,8 ST-NYU,NR,BMT,15598
2016-10-02,8 ST-NYU,NR,BMT,13421
2016-10-03,8 ST-NYU,NR,BMT,16659
2016-10-04,8 ST-NYU,NR,BMT,18669
2016-10-05,8 ST-NYU,NR,BMT,19931
2016-10-06,8 ST-NYU,NR,BMT,20420
2016-10-07,8 ST-NYU,NR,BMT,21023
2016-10-08,8 ST-NYU,NR,BMT,16575
2016-10-09,8 ST-NYU,NR,BMT,12679
2016-10-10,8 ST-NYU,NR,BMT,15521
2016-10-11,8 ST-NYU,NR,BMT,18497
2016-10-12,8 ST-NYU,NR,BMT,18406
2016-10-13,8 ST-NYU,NR,BMT,19667
2016-10-14,8 ST-NYU,NR,BMT,20790
2016-10-15,8 ST-NYU,NR,BMT,15893
2016-10-16,8 ST-NYU,NR,BMT,14002
2016-10-17,8 ST-NYU,NR,BMT,17404
2016-10-18,8 ST-NYU,NR,BMT,19553
2016-10-19,8 ST-NYU,NR,BMT,20242
2016-10-20,8 ST-NYU,NR,BMT,20642
2016-10-21,8 ST-NYU,NR,BMT,20260
2016-10-22,8 ST-NYU,NR,BMT,19448
2016-10-23,8 ST-NYU,NR,BMT,15139
2016-10-24,8 ST-NYU,NR,BMT,18482
2016-10-25,8 ST-NYU,NR,BMT,20640
2016-10-26,8 ST-NYU,NR,BMT,21161
2016-10-27,8 ST-NYU,NR,BMT,21633
2016-10-28,8 ST-NYU,NR,BMT,22214
2016-07-31,PRINCE ST,NR,BMT,11086
2016-08-01,PRINCE ST,NR,BMT,14022
2016-08-02,PRINCE ST,NR,BMT,15667
2016-08-03,PRINCE ST,NR,BMT,15681
2016-08-04,PRINCE ST,NR,BMT,16489
2016-08-05,PRINCE ST,NR,BMT,16977
2016-08-06,PRINCE ST,NR,BMT,14010
2016-08-07,PRINCE ST,NR,BMT,11645
2016-08-08,PRINCE ST,NR,BMT,14366
2016-08-09,PRINCE ST,NR,BMT,15448
2016-08-10,PRINCE ST,NR,BMT,15256
2016-08-11,PRINCE ST,NR,BMT,15867
2016-08-12,PRINCE ST,NR,BMT,15648
2016-08-13,PRINCE ST,NR,BMT,11849
2016-08-14,PRINCE ST,NR,BMT,9808
2016-08-15,PRINCE ST,NR,BMT,13442
2016-08-16,PRINCE ST,NR,BMT,14968
2016-08-17,PRINCE ST,NR,BMT,15038
2016-08-18,PRINCE ST,NR,BMT,16000
2016-08-19,PRINCE ST,NR,BMT,15998
2016-08-20,PRINCE ST,NR,BMT,14052
2016-08-21,PRINCE ST,NR,BMT,13102
2016-08-22,PRINCE ST,NR,BMT,13493
2016-08-23,PRINCE ST,NR,BMT,14886
2016-08-24,PRINCE ST,NR,BMT,15379
2016-08-25,PRINCE ST,NR,BMT,15519
2016-08-26,PRINCE ST,NR,BMT,15658
2016-08-27,PRINCE ST,NR,BMT,13580
2016-08-28,PRINCE ST,NR,BMT,11296
2016-08-29,PRINCE ST,NR,BMT,13307
2016-08-30,PRINCE ST,NR,BMT,14495
2016-08-31,PRINCE ST,NR,BMT,14491
2016-09-01,PRINCE ST,NR,BMT,14130
2016-09-02,PRINCE ST,NR,BMT,15890
2016-09-03,PRINCE ST,NR,BMT,13522
2016-09-04,PRINCE ST,NR,BMT,12285
2016-09-05,PRINCE ST,NR,BMT,10472
2016-09-06,PRINCE ST,NR,BMT,13881
2016-09-07,PRINCE ST,NR,BMT,14859
2016-09-08,PRINCE ST,NR,BMT,15295
2016-09-09,PRINCE ST,NR,BMT,16022
2016-09-10,PRINCE ST,NR,BMT,14561
2016-09-11,PRINCE ST,NR,BMT,12297
2016-09-12,PRINCE ST,NR,BMT,14650
2016-09-13,PRINCE ST,NR,BMT,15069
2016-09-14,PRINCE ST,NR,BMT,15826
2016-09-15,PRINCE ST,NR,BMT,16303
2016-09-16,PRINCE ST,NR,BMT,17827
2016-09-17,PRINCE ST,NR,BMT,18858
2016-09-18,PRINCE ST,NR,BMT,15287
2016-09-19,PRINCE ST,NR,BMT,13607
2016-09-20,PRINCE ST,NR,BMT,16226
2016-09-21,PRINCE ST,NR,BMT,15867
2016-09-22,PRINCE ST,NR,BMT,16762
2016-09-23,PRINCE ST,NR,BMT,17770
2016-09-24,PRINCE ST,NR,BMT,16530
2016-09-25,PRINCE ST,NR,BMT,14407
2016-09-26,PRINCE ST,NR,BMT,14727
2016-09-27,PRINCE ST,NR,BMT,14940
2016-09-28,PRINCE ST,NR,BMT,15962
2016-09-29,PRINCE ST,NR,BMT,15995
2016-09-30,PRINCE ST,NR,BMT,16765
2016-10-01,PRINCE ST,NR,BMT,14940
2016-10-02,PRINCE ST,NR,BMT,12583
2016-10-03,PRINCE ST,NR,BMT,14369
2016-10-04,PRINCE ST,NR,BMT,15550
2016-10-05,PRINCE ST,NR,BMT,15766
2016-10-06,PRINCE ST,NR,BMT,16041
2016-10-07,PRINCE ST,NR,BMT,17428
2016-10-08,PRINCE ST,NR,BMT,16063
2016-10-09,PRINCE ST,NR,BMT,11477
2016-10-10,PRINCE ST,NR,BMT,15193
2016-10-11,PRINCE ST,NR,BMT,15696
2016-10-12,PRINCE ST,NR,BMT,15853
2016-10-13,PRINCE ST,NR,BMT,15853
2016-10-14,PRINCE ST,NR,BMT,17701
2016-10-15,PRINCE ST,NR,BMT,15030
2016-10-16,PRINCE ST,NR,BMT,13208
2016-10-17,PRINCE ST,NR,BMT,14629
2016-10-18,PRINCE ST,NR,BMT,15918
2016-10-19,PRINCE ST,NR,BMT,16159
2016-10-20,PRINCE ST,NR,BMT,16317
2016-10-21,PRINCE ST,NR,BMT,16303
2016-10-22,PRINCE ST,NR,BMT,16426
2016-10-23,PRINCE ST,NR,BMT,14128
2016-10-24,PRINCE ST,NR,BMT,15243
2016-10-25,PRINCE ST,NR,BMT,16853
2016-10-26,PRINCE ST,NR,BMT,16927
2016-10-27,PRINCE ST,NR,BMT,16716
2016-10-28,PRINCE ST,NR,BMT,19310
2016-07-31,CANAL ST,JNQRZ6,BMT,5376
2016-08-01,CANAL ST,JNQRZ6,BMT,7443
2016-08-02,CANAL ST,JNQRZ6,BMT,8007
2016-08-03,CANAL ST,JNQRZ6,BMT,8096
2016-08-04,CANAL ST,JNQRZ6,BMT,7812
2016-08-05,CANAL ST,JNQRZ6,BMT,8490
2016-08-06,CANAL ST,JNQRZ6,BMT,6283
2016-08-07,CANAL ST,JNQRZ6,BMT,5209
2016-08-08,CANAL ST,JNQRZ6,BMT,8198
2016-08-09,CANAL ST,JNQRZ6,BMT,8040
2016-08-10,CANAL ST,JNQRZ6,BMT,7527
2016-08-11,CANAL ST,JNQRZ6,BMT,7766
2016-08-12,CANAL ST,JNQRZ6,BMT,7914
2016-08-13,CANAL ST,JNQRZ6,BMT,6345
2016-08-14,CANAL ST,JNQRZ6,BMT,5450
2016-08-15,CANAL ST,JNQRZ6,BMT,7449
2016-08-16,CANAL ST,JNQRZ6,BMT,7395
2016-08-17,CANAL ST,JNQRZ6,BMT,7471
2016-08-18,CANAL ST,JNQRZ6,BMT,7588
2016-08-19,CANAL ST,JNQRZ6,BMT,7681
2016-08-20,CANAL ST,JNQRZ6,BMT,8287
2016-08-21,CANAL ST,JNQRZ6,BMT,8102
2016-08-22,CANAL ST,JNQRZ6,BMT,7687
2016-08-23,CANAL ST,JNQRZ6,BMT,7356
2016-08-24,CANAL ST,JNQRZ6,BMT,7185
2016-08-25,CANAL ST,JNQRZ6,BMT,7181
2016-08-26,CANAL ST,JNQRZ6,BMT,7292
2016-08-27,CANAL ST,JNQRZ6,BMT,6455
2016-08-28,CANAL ST,JNQRZ6,BMT,6023
